,file,filesize,duration,samplerate
0,KAM04_230821_0001.flac,204844,6.4,16000
1,KAM04_230821_0002.flac,192556,6.016,16000
2,KAM04_230821_0003.flac,204844,6.4,16000
3,KAM04_230821_0004.flac,233516,7.296,16000
4,KAM04_230821_0005.flac,188460,5.888,16000
5,KAM04_230821_0006.flac,192556,6.016,16000
6,KAM04_230821_0007.flac,176172,5.504,16000
7,KAM04_230821_0008.flac,184364,5.76,16000
8,KAM04_230821_0009.flac,196652,6.144,16000
9,KAM04_230821_0010.flac,217132,6.784,16000
10,KAM04_230821_0011.flac,196652,6.144,16000
11,KAM04_230821_0012.flac,208940,6.528,16000
12,KAM04_230821_0013.flac,225324,7.04,16000
13,KAM04_230821_0014.flac,237612,7.424,16000
14,KAM04_230821_0015.flac,225324,7.04,16000
15,KAM04_230821_0016.flac,204844,6.4,16000
16,KAM04_230821_0017.flac,192556,6.016,16000
17,KAM04_230821_0018.flac,204844,6.4,16000
18,KAM04_230821_0019.flac,208940,6.528,16000
19,KAM04_230821_0020.flac,204844,6.4,16000
20,KAM04_230821_0021.flac,233516,7.296,16000
21,KAM04_230821_0022.flac,233516,7.296,16000
22,KAM04_230821_0023.flac,274476,8.576,16000
23,KAM04_230821_0024.flac,192556,6.016,16000
24,KAM04_230821_0025.flac,225324,7.04,16000
25,KAM04_230821_0026.flac,270380,8.448,16000
26,KAM04_230821_0027.flac,249900,7.808,16000
27,KAM04_230821_0028.flac,221228,6.912,16000
28,KAM04_230821_0029.flac,167980,5.248,16000
29,KAM04_230821_0030.flac,213036,6.656,16000
30,KAM04_230821_0031.flac,282668,8.832,16000
31,KAM04_230821_0032.flac,229420,7.168,16000
32,KAM04_230821_0033.flac,217132,6.784,16000
33,KAM04_230821_0034.flac,221228,6.912,16000
34,KAM04_230821_0035.flac,213036,6.656,16000
35,KAM04_230821_0036.flac,249900,7.808,16000
36,KAM04_230821_0037.flac,225324,7.04,16000
37,KAM04_230821_0038.flac,225324,7.04,16000
38,KAM04_230821_0039.flac,237612,7.424,16000
39,KAM04_230821_0040.flac,237612,7.424,16000
40,KAM04_230821_0041.flac,221228,6.912,16000
41,KAM04_230821_0042.flac,192556,6.016,16000
42,KAM04_230821_0043.flac,233516,7.296,16000
43,KAM04_230821_0044.flac,217132,6.784,16000
44,KAM04_230821_0045.flac,307244,9.6,16000
45,KAM04_230821_0046.flac,188460,5.888,16000
46,KAM04_230821_0047.flac,249900,7.808,16000
47,KAM04_230821_0048.flac,204844,6.4,16000
48,KAM04_230821_0049.flac,262188,8.192,16000
49,KAM04_230821_0050.flac,217132,6.784,16000
50,KAM04_230821_0051.flac,196652,6.144,16000
51,KAM04_230821_0052.flac,204844,6.4,16000
52,KAM04_230821_0053.flac,217132,6.784,16000
53,KAM04_230821_0054.flac,204844,6.4,16000
54,KAM04_230821_0055.flac,208940,6.528,16000
55,KAM04_230821_0056.flac,241708,7.552,16000
56,KAM04_230821_0057.flac,208940,6.528,16000
57,KAM04_230821_0058.flac,200748,6.272,16000
58,KAM04_230821_0059.flac,204844,6.4,16000
